Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
16.8,17,138.3,61.51692619530575,0.0,0.0,0.0,0.3,0.4,0.0,0.0,4,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.1,0.0,1.0,1.0,1653,66,409,165.3,105.27957488938152,165.3,0.0171204805374145,10,11083.78888888889
27.2,6,75.0,29.88615724223633,0.0,0.0,0.0,0.5,1.0,0.0,0.0,10,0,0,0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,796,60,156,79.6,28.32431228938607,79.6,0.0375625133514404,10,802.2666666666668
10.4,17,57.0,46.42916523223416,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.1,0.0,0.0,0.9,0.9,740,60,90,74.0,13.792107243718132,74.0,0.0325090885162353,10,190.22222222222223
23.2,6,122.3,54.88145209408464,0.1,0.1,0.0,0.2,0.6,0.0,0.0,6,1,1,0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1735,66,441,173.5,124.56078391246938,173.5,0.0192620038986206,10,15515.388888888889
25.6,6,80.3,58.31212940628541,0.1,0.2,0.0,0.1,0.6,0.0,0.0,6,2,1,0,0.3,0.4,0.1,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,1.0,1.0,1127,66,317,112.7,87.72184575248188,112.7,0.0252238988876342,10,7695.122222222223
25.6,6,45.4,61.4631086883252,0.2,0.0,0.0,0.2,0.8,0.0,0.0,8,0,2,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.8,0.8,745,60,156,74.5,28.864626563783336,74.5,0.0183909177780151,10,833.1666666666666
28.4,6,122.4,36.23554333392944,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,998,60,230,99.8,54.56250238640697,99.8,0.0304455995559692,10,2977.066666666666
12.8,17,115.0,40.48778745548741,0.0,0.1,0.0,0.0,0.1,0.0,0.0,1,1,0,0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.1,0.0,0.0,0.9,0.9,1090,60,230,109.0,60.933479212079206,109.0,0.0247190952301025,10,3712.8888888888887
8.0,17,58.7,148.61929430440298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,714,60,90,71.4,14.17509553171806,71.4,0.0071099996566772,10,200.9333333333333
11.6,17,69.0,56.35929740072668,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1,1,0,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.4,0.0,0.1,0.0,1.0,1.0,1795,60,348,179.5,143.11708493397984,179.5,0.0177433967590332,10,20482.5
28.0,6,70.0,74.49018591004995,0.0,0.1,0.0,0.5,0.7,0.0,0.0,7,1,0,0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1994,66,791,199.4,218.978537761124,199.4,0.0189353942871093,10,47951.600000000006
32.8,6,59.7,74.1691762230219,0.0,0.1,0.0,0.4,1.0,0.0,0.0,10,1,0,0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2053,66,790,205.3,239.7536003668952,205.3,0.0139610052108764,10,57481.788888888885
20.8,6,80.2,67.84440591112606,0.2,0.1,0.0,0.0,0.4,0.0,0.0,4,1,2,0,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.0,0.0,0.0,1.0,1.0,1532,66,348,153.2,133.19392712215603,153.2,0.0147588014602661,10,17740.62222222222
18.4,17,78.3,80.18536503299711,0.0,0.1,0.0,0.1,0.4,0.0,0.0,4,1,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.1,0.0,0.0,0.0,1.0,1.0,1410,60,343,141.0,109.14414525958068,141.0,0.0131850004196167,10,11912.444444444443
21.2,6,86.6,98.6115447552053,0.2,0.0,0.0,0.3,0.7,0.0,0.0,7,0,2,0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,833,60,170,83.3,41.38182639221661,83.3,0.0101409912109375,10,1712.4555555555553
12.0,17,61.4,141.61286510613442,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.1,0.0,0.0,0.9,0.9,946,60,218,94.6,50.03820762399691,94.6,0.009498906135559,10,2503.8222222222225
14.8,17,60.7,215.9685699426906,0.0,0.0,0.0,0.1,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.1,0.1,0.0,0.9,0.9,878,60,156,87.8,27.67188705768606,87.8,0.0067661046981811,10,765.7333333333333
20.8,6,117.3,64.41468130558512,0.0,0.2,0.0,0.2,0.3,0.0,0.0,3,2,0,0,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.1,0.0,0.0,0.9,0.9,1213,60,276,121.3,77.51422808462686,121.3,0.0169595003128051,10,6008.455555555555
29.2,6,135.5,42.65412695038995,0.0,0.1,0.0,0.4,0.9,0.0,0.0,9,1,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1411,60,583,141.1,163.38193154555233,141.1,0.0244110822677612,10,26693.655555555557
20.0,6,93.7,98.35948089469215,0.1,0.0,0.0,0.1,0.5,0.0,0.0,5,0,1,0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.0,0.0,0.0,1.0,1.0,4442,66,3492,444.2,1074.2535185989489,444.2,0.0102569103240966,10,1154020.6222222222
21.6,6,137.3,94.70776845470886,0.0,0.2,0.0,0.2,0.4,0.0,0.0,4,2,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1147,60,230,114.7,69.75839256557833,114.7,0.0109355926513671,10,4866.233333333334
24.8,6,155.5,90.22996863477368,0.0,0.0,0.0,0.4,0.7,0.0,0.0,7,0,0,0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,7415,62,2922,741.5,975.2893872532854,741.5,0.0126846075057983,10,951189.3888888888
29.6,6,152.8,229.14309752353276,0.1,0.0,0.0,0.4,0.9,0.0,0.0,9,0,1,0,0.0,0.6,0.1,0.0,0.0,0.1,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1072,66,312,107.2,77.11434511309957,107.2,0.008609390258789,10,5946.622222222224
32.8,6,100.6,385.9812636887343,0.1,0.1,0.0,0.3,0.9,0.0,0.0,9,1,1,0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1223,66,573,122.3,158.89063324605806,122.3,0.0025909185409545,10,25246.23333333333
29.2,6,172.2,181.78486449471023,0.1,0.1,0.0,0.3,0.9,0.0,0.0,9,1,1,0,0.1,0.5,0.0,0.0,0.0,0.1,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1041,60,230,104.1,59.34166608154285,104.1,0.005501103401184,10,3521.4333333333325
25.6,6,72.4,95.28243036640411,0.1,0.0,0.0,0.3,0.8,0.0,0.0,8,0,1,0,0.3,0.3,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.1,0.1,0.0,0.9,0.9,944,60,262,94.4,60.85720992618705,94.4,0.0108325958251953,10,3703.6
25.6,6,73.3,105.95342328027624,0.2,0.1,0.0,0.2,0.6,0.0,0.0,6,1,2,0,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1225,66,441,122.5,118.27298930863292,122.5,0.0094383001327514,10,13988.5
24.4,6,101.1,73.73809578225456,0.1,0.1,0.0,0.2,0.7,0.0,0.0,7,1,1,0,0.2,0.5,0.3,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1210,60,317,121.0,86.21033709609435,121.0,0.0167254924774169,10,7432.222222222223
28.8,6,88.0,117.62918921950808,0.2,0.0,0.0,0.4,0.9,0.0,0.0,9,0,2,0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,863,60,176,86.3,36.96259370408594,86.3,0.0102773904800415,10,1366.2333333333331
19.6,6,93.2,91.6431202723312,0.1,0.0,0.0,0.3,0.6,0.0,0.0,6,0,1,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.1,0.1,0.0,0.9,0.9,1174,60,230,117.4,65.29965118164449,117.4,0.0110805988311767,10,4264.044444444445
16.0,6,73.9,19.923295646168157,0.2,0.0,0.0,0.2,0.6,0.0,0.0,6,0,2,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.1,0.1,0.0,0.9,0.9,896,60,214,89.6,47.96109534473401,89.6,0.0501927137374877,10,2300.266666666667
12.8,17,72.7,37.78060015817341,0.0,0.1,0.0,0.0,0.1,0.0,0.0,1,1,0,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.1,0.0,0.0,0.9,0.9,1034,60,230,103.4,63.868267203326845,103.4,0.0279535055160522,10,4079.155555555556
24.8,6,88.1,77.5320207698294,0.0,0.1,0.0,0.4,0.6,0.0,0.0,6,1,0,0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,1.0,1.0,780,66,110,78.0,12.736648783028532,78.0,0.0128980875015258,10,162.22222222222223
12.0,17,83.1,1219.2035346782163,0.1,0.0,0.0,0.0,0.2,0.0,0.0,2,0,1,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.1,0.0,1.0,1.0,871,66,214,87.1,44.84900593472874,87.1,0.0052245140075683,10,2011.4333333333332
17.6,17,29.7,74.38146734031932,0.0,0.1,0.0,0.1,0.4,0.0,0.0,4,1,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.1,0.1,0.0,0.0,0.9,0.9,1343,60,344,134.3,96.7873384740426,134.3,0.013454794883728,10,9367.78888888889
23.2,6,104.2,79.00008287438503,0.2,0.1,0.0,0.1,0.5,0.0,0.0,5,1,2,0,0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1379,66,441,137.9,123.92152534747322,137.9,0.012658405303955,10,15356.544444444447
26.8,6,74.9,79.77981302367162,0.1,0.1,0.0,0.4,0.9,0.0,0.0,9,1,1,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1138,60,317,113.8,87.34071215647373,113.8,0.0153787851333618,10,7628.399999999999
17.2,6,113.1,26.67456967001993,0.1,0.0,0.0,0.0,0.5,0.0,0.0,5,0,1,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.1,0.1,0.0,0.9,0.9,1017,60,230,101.7,60.05192197867886,101.7,0.046181297302246,10,3606.2333333333336
10.4,17,106.6,44.582549864742056,0.1,0.0,0.0,0.1,0.2,0.0,0.0,2,0,1,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.2,0.1,0.0,0.8,0.8,1187,60,256,118.7,71.66286811638693,118.7,0.0229817152023315,10,5135.566666666668
9.6,17,102.2,22.927361500130097,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.1,0.1,0.0,0.9,0.9,1031,60,230,103.1,63.95910151547368,103.1,0.0470315933227539,10,4090.766666666668
24.0,6,125.6,96.64628961830478,0.0,0.1,0.0,0.3,0.7,0.0,0.0,7,1,0,0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.1,0.1,0.0,0.9,0.9,977,60,262,97.7,61.329800622898205,97.7,0.0103938102722167,10,3761.344444444445
16.8,6,47.2,301.10512071329606,0.1,0.0,0.0,0.3,0.5,0.0,0.0,5,0,1,0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.3,0.1,0.0,0.7,0.7,1547,60,498,154.7,167.40506430677524,154.7,0.0057029962539672,10,28024.45555555556
24.8,6,65.6,97.1790012187041,0.1,0.2,0.0,0.1,0.6,0.0,0.0,6,2,1,0,0.3,0.4,0.1,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.8,0.8,715,60,113,71.5,15.356865999719258,71.5,0.0157600879669189,10,235.83333333333331
28.8,6,59.7,72.98579716500137,0.2,0.0,0.0,0.3,0.9,0.0,0.0,9,0,2,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,1.0,1362,66,498,136.2,149.27141573508158,136.2,0.01787850856781,10,22281.95555555556
23.2,6,91.3,81.5793425111546,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.1,0.1,0.0,0.9,0.9,986,60,214,98.6,49.84241834689271,98.6,0.0160546064376831,10,2484.266666666667
8.0,17,53.9,28.836979060672896,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.1,0.2,0.0,0.9,0.9,976,60,156,97.6,23.566454501638084,97.6,0.0350487947463989,10,555.3777777777779
23.2,6,106.0,35.41212367847379,0.0,0.1,0.0,0.2,0.5,0.0,0.0,5,1,0,0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.1,0.0,0.0,0.0,1.0,1.0,1212,66,344,121.2,93.31404562610663,121.2,0.0354722023010253,10,8707.511111111111
16.0,17,132.3,47.01412451226661,0.0,0.2,0.0,0.0,0.2,0.0,0.0,2,2,0,0,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.1,0.0,1.0,1.0,1463,66,341,146.3,98.6171610037748,146.3,0.0224509000778198,10,9725.344444444445
22.4,6,72.8,86.11419877921337,0.1,0.0,0.0,0.3,0.6,0.0,0.0,6,0,1,0,0.5,0.1,0.3,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1801,66,441,180.1,135.57568611910716,180.1,0.0120488882064819,10,18380.766666666663
24.0,6,86.6,56.31109828219294,0.2,0.2,0.0,0.0,0.5,0.0,0.0,5,2,2,0,0.4,0.2,0.3,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1007,66,230,100.7,63.77399330622337,100.7,0.0219501972198486,10,4067.122222222223
30.4,6,65.5,78.92352650068963,0.3,0.1,0.0,0.2,0.8,0.0,0.0,8,1,3,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,953,66,317,95.3,78.35680499413492,95.3,0.0142265081405639,10,6139.788888888887
23.2,6,85.9,48.46368318094686,0.0,0.1,0.0,0.2,0.6,0.0,0.0,6,1,0,0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1219,60,501,121.9,137.7698967280024,121.9,0.0244333028793334,10,18980.544444444447
16.0,17,89.1,138.2743660411694,0.0,0.1,0.0,0.0,0.2,0.0,0.0,2,1,0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1107,60,357,110.7,101.03250302089258,110.7,0.0072320938110351,10,10207.566666666668
